,company_id,assets,nace_4digit,nace_2digit,country,is_biotech,all_bvdid,Description,is_financial
0,11081.0,192931842000.0,6419.0,64.0,26.0,False,BE0403199702,"Financial service activities, except insurance and pension funding",True
1,14309.0,,6400.0,64.0,113.0,False,DE6070096612,"Financial service activities, except insurance and pension funding",True
2,61431.0,643371168.0,6499.0,64.0,116.0,False,GB01102517,"Financial service activities, except insurance and pension funding",True
3,84860.0,12492341.0,6490.0,64.0,26.0,False,BE0634750380,"Financial service activities, except insurance and pension funding",True
4,175920.0,9259254000.0,6419.0,64.0,161.0,False,FR775616162,"Financial service activities, except insurance and pension funding",True
5,191919.0,73663422.0,4675.0,46.0,119.0,False,ESB61979241,"Wholesale trade, except of motor vehicles and motorcycles",False
6,233974.0,337645000.0,3030.0,30.0,26.0,False,BE0405770992,Manufacture of other transport equipment,False
7,296043.0,83231.0,7211.0,72.0,26.0,True,BE0644793741,Scientific research and development ,False
8,322585.0,25312663.0,6420.0,64.0,116.0,False,GB10025910,"Financial service activities, except insurance and pension funding",True
9,330910.0,14618040.0,7010.0,70.0,26.0,False,BE0420881515,Activities of head offices; management consultancy activities,False
10,341844.0,186732845.0,6420.0,64.0,161.0,False,FR420980302,"Financial service activities, except insurance and pension funding",True
11,359497.0,17331882000.0,6419.0,64.0,161.0,False,FR352483341,"Financial service activities, except insurance and pension funding",True
12,366899.0,55259571971.0,6500.0,65.0,60.0,False,SE5020332259,"Insurance, reinsurance and pension funding, except compulsory social security",False
13,374284.0,14033709.0,4511.0,45.0,26.0,False,BE0449059421,Wholesale and retail trade and repair of motor vehicles and motorcycles,False
14,426595.0,192217758575.0,6419.0,64.0,60.0,False,SE5020329081,"Financial service activities, except insurance and pension funding",True
15,498817.0,3219346.0,7211.0,72.0,26.0,True,BE0633845708,Scientific research and development ,False
16,506537.0,4187865.0,2732.0,27.0,26.0,False,BE0432100455,Manufacture of electrical equipment,False
17,524741.0,370908000.0,2660.0,72.0,49.0,False,NL24435214,Scientific research and development ,False
18,586943.0,34198062.0,6420.0,70.0,26.0,False,BE0864622465,Activities of head offices; management consultancy activities,False
19,623383.0,24933000.0,6629.0,66.0,49.0,False,NL17068311,Activities auxiliary to financial services and insurance activities,False
20,728430.0,13123115973.0,7010.0,68.0,60.0,False,SE5560568817,Real estate activities,False
21,742894.0,88288.0,7211.0,72.0,26.0,True,BE0524800781,Scientific research and development ,False
22,805561.0,42574919000.0,6511.0,65.0,129.0,False,FI01076381,"Insurance, reinsurance and pension funding, except compulsory social security",False
23,862750.0,13537964.0,6420.0,64.0,26.0,False,BE0505854901,"Financial service activities, except insurance and pension funding",True
24,880827.0,60640927.0,2011.0,20.0,26.0,False,BE0415916895,Manufacture of chemicals and chemical products,False
25,897662.0,,6499.0,64.0,129.0,False,FI22454759,"Financial service activities, except insurance and pension funding",True
26,903805.0,16847065000.0,6419.0,64.0,161.0,False,FR478834930,"Financial service activities, except insurance and pension funding",True
27,908714.0,143806007000.0,6419.0,64.0,26.0,False,BE0403201185,"Financial service activities, except insurance and pension funding",True
28,934347.0,372573391.0,6511.0,65.0,60.0,False,SE5190006519,"Insurance, reinsurance and pension funding, except compulsory social security",False
